2327,2328
2328,1266
1266,2328
2328,1989
1989,1991
1991,230
230,2499
2499,232
232,2328
2328,1816
1816,1817
1817,2328
2328,2055
2055,2057
2057,1818
1818,1819
1819,2328
2328,2058
2058,2060
2060,1307
1307,1308
1308,2328
2328,1728
1728,1729
1729,1309
1309,1310
1310,2328
2328,1262
1262,2319
2319,2321
2321,3145
3145,2321
2321,3055
3055,2321
2321,2320
2320,2322
2322,1261
1261,2327
2327,2328
2328,1266
1266,2328
