2298,2039
2039,1261
1261,1262
1262,2038
2038,2275
2275,2334
2334,2347
2347,2348
2348,2349
2349,2350
2350,2351
2351,2352
2352,2350
2350,2193
2193,1820
1820,1261
1261,2298
2298,1262
1262,2193
2193,2275
2275,2344
2344,2353
2353,2344
2344,2038
2038,2364
2364,2365
2365,2528
2528,2366
2366,2367
2367,2354
2354,2355
2355,2038
2038,2356
2356,2357
2357,2358
2358,2359
2359,1820
1820,232
232,2275
2275,2360
2360,2361
2361,687
687,2275
2275,1261
1261,2275
2275,2358
2358,2359
2359,230
230,2499
2499,2038
2038,232
232,2038
2038,2275
2275,2362
2362,2363
2363,2038
2038,2275
2275,2362
2362,2363
2363,2358
2358,2359
2359,2038
