1261,1261
1261,1262
1262,2341
2341,1266
1266,1685
1685,1686
1686,2489
2489,1266
1266,1687
1687,1688
1688,1716
1716,1717
1717,1989
1989,1991
1991,2526
2526,2491
2491,2492
2492,2527
2527,2489
2489,2192
2192,2972
2972,3499
3499,2192
2192,3499
3499,3472
3472,3107
3107,3109
