1266,1266
1266,1816
1816,1817
1817,2076
2076,2077
2077,1311
1311,1312
1312,2094
2094,2095
2095,2273
2273,2274
2274,1752
1752,1753
1753,1769
1769,1770
1770,1808
1808,1809
1809,1786
1786,1787
1787,1810
1810,1811
1811,1528
1528,1529
1529,2315
2315,2316
2316,1716
1716,1717
1717,2319
2319,1728
1728,1729
1729,1716
1716,1717
1717,2319
2319,1264
1264,2322
